Month,Sector,Jurisdiction,Number_of_Agreements,Number_of_Employees,Duration_Months_Avg,First_Year_Pct_Adjustment_Avg,Annual_Pct_Adjustment_Avg,Extraction_Date
Q42023,Public administration,Federal Jurisdiction,2,24660,48.0,3.8,3.3,2025-10-21
Q42023,Public administration,Provincial Jurisdiction,6,13352,40.0,3.0,3.1,2025-10-21
Q12024,All industries,All Jurisdictions,33,188927,45.9,3.0,2.6,2025-10-21
Q12024,All industries,Federal Jurisdiction,6,14181,44.7,4.6,2.7,2025-10-21
Q12024,All industries,Provincial Jurisdiction,27,174746,46.0,2.9,2.6,2025-10-21
Q12024,Primary industries,All Jurisdictions,1,3317,36.0,5.0,4.0,2025-10-21
Q12024,Primary industries,Provincial Jurisdiction,1,3317,36.0,5.0,4.0,2025-10-21
Q12024,Utilities,All Jurisdictions,1,520,36.0,3.0,2.7,2025-10-21
Q12024,Utilities,Provincial Jurisdiction,1,520,36.0,3.0,2.7,2025-10-21
Q12024,Manufacturing,All Jurisdictions,1,1303,36.0,7.8,4.6,2025-10-21
Q12024,Manufacturing,Provincial Jurisdiction,1,1303,36.0,7.8,4.6,2025-10-21
Q12024,Transportation,All Jurisdictions,1,2100,60.0,8.2,5.4,2025-10-21
Q12024,Transportation,Federal Jurisdiction,1,2100,60.0,8.2,5.4,2025-10-21
Q12024,Information and culture,All Jurisdictions,3,6400,39.1,3.3,1.8,2025-10-21
Q12024,Information and culture,Federal Jurisdiction,2,5100,40.2,3.2,1.6,2025-10-21
Q12024,Information and culture,Provincial Jurisdiction,1,1300,35.0,4.0,2.7,2025-10-21
Q12024,Finance and professional services,All Jurisdictions,1,900,12.0,0.0,0.0,2025-10-21
Q12024,Finance and professional services,Federal Jurisdiction,1,900,12.0,0.0,0.0,2025-10-21
Q12024,"Education, health, and social services",All Jurisdictions,19,144591,46.4,2.8,2.5,2025-10-21
Q12024,"Education, health, and social services",Provincial Jurisdiction,19,144591,46.4,2.8,2.5,2025-10-21
Q12024,Public administration,All Jurisdictions,6,29796,46.6,3.1,2.9,2025-10-21
Q12024,Public administration,Federal Jurisdiction,2,6081,48.0,5.2,3.2,2025-10-21
Q12024,Public administration,Provincial Jurisdiction,4,23715,46.3,2.5,2.8,2025-10-21
Q22024,All industries,All Jurisdictions,56,653329,53.5,5.3,3.5,2025-10-21
Q22024,All industries,Federal Jurisdiction,6,32460,23.5,4.1,4.1,2025-10-21
Q22024,All industries,Provincial Jurisdiction,50,620869,55.1,5.4,3.5,2025-10-21
Q22024,Utilities,All Jurisdictions,1,1690,36.0,3.0,2.7,2025-10-21
Q22024,Utilities,Provincial Jurisdiction,1,1690,36.0,3.0,2.7,2025-10-21
Q22024,Construction,All Jurisdictions,1,700,48.0,2.8,2.6,2025-10-21
Q22024,Construction,Federal Jurisdiction,1,700,48.0,2.8,2.6,2025-10-21
Q22024,Manufacturing,All Jurisdictions,3,2540,51.8,8.2,4.3,2025-10-21
Q22024,Manufacturing,Provincial Jurisdiction,3,2540,51.8,8.2,4.3,2025-10-21
Q22024,Transportation,All Jurisdictions,3,15250,37.1,4.4,4.0,2025-10-21
Q22024,Transportation,Federal Jurisdiction,2,3750,40.5,3.1,3.1,2025-10-21
Q22024,Transportation,Provincial Jurisdiction,1,11500,36.0,4.8,4.3,2025-10-21
Q22024,Information and culture,All Jurisdictions,3,2205,45.4,2.8,2.4,2025-10-21
Q22024,Information and culture,Federal Jurisdiction,1,500,36.0,2.0,2.3,2025-10-21
Q22024,Information and culture,Provincial Jurisdiction,2,1705,48.1,3.0,2.5,2025-10-21
Q22024,Finance and professional services,All Jurisdictions,1,8510,12.0,5.0,5.0,2025-10-21
Q22024,Finance and professional services,Federal Jurisdiction,1,8510,12.0,5.0,5.0,2025-10-21
Q22024,"Education, health, and social services",All Jurisdictions,37,586903,55.8,5.5,3.5,2025-10-21
Q22024,"Education, health, and social services",Provincial Jurisdiction,37,586903,55.8,5.5,3.5,2025-10-21
Q22024,Public administration,All Jurisdictions,7,35531,34.8,3.5,3.4,2025-10-21
Q22024,Public administration,Federal Jurisdiction,1,19000,24.0,4.0,4.0,2025-10-21
Q22024,Public administration,Provincial Jurisdiction,6,16531,47.3,2.9,2.7,2025-10-21
Q32024,All industries,All Jurisdictions,27,95429,42.8,4.1,3.3,2025-10-21
Q32024,All industries,Federal Jurisdiction,4,10857,47.9,5.6,3.8,2025-10-21
Q32024,All industries,Provincial Jurisdiction,23,84572,42.1,3.9,3.3,2025-10-21
Q32024,Manufacturing,All Jurisdictions,2,3561,29.8,13.8,8.5,2025-10-21
Q32024,Manufacturing,Provincial Jurisdiction,2,3561,29.8,13.8,8.5,2025-10-21
Q32024,Wholesale and retail trade,All Jurisdictions,1,10229,36.0,3.0,2.6,2025-10-21
Q32024,Wholesale and retail trade,Provincial Jurisdiction,1,10229,36.0,3.0,2.6,2025-10-21
Q32024,Transportation,All Jurisdictions,3,1857,47.7,9.7,4.3,2025-10-21
Q32024,Transportation,Federal Jurisdiction,3,1857,47.7,9.7,4.3,2025-10-21
Q32024,Finance and professional services,All Jurisdictions,3,7990,31.8,4.5,2.8,2025-10-21
Q32024,Finance and professional services,Provincial Jurisdiction,3,7990,31.8,4.5,2.8,2025-10-21
Q32024,"Education, health, and social services",All Jurisdictions,10,35326,41.8,2.8,3.0,2025-10-21
Q32024,"Education, health, and social services",Provincial Jurisdiction,10,35326,41.8,2.8,3.0,2025-10-21
Q32024,Entertainment and hospitality,All Jurisdictions,1,750,36.0,5.0,3.7,2025-10-21
Q32024,Entertainment and hospitality,Provincial Jurisdiction,1,750,36.0,5.0,3.7,2025-10-21
Q32024,Public administration,All Jurisdictions,7,35716,49.3,4.4,3.4,2025-10-21
Q32024,Public administration,Federal Jurisdiction,1,9000,48.0,4.8,3.7,2025-10-21
Q32024,Public administration,Provincial Jurisdiction,6,26716,49.8,4.3,3.3,2025-10-21
Q42024,All industries,All Jurisdictions,29,177872,50.3,4.8,3.7,2025-10-21
Q42024,All industries,Federal Jurisdiction,7,11704,46.8,4.7,3.2,2025-10-21
Q42024,All industries,Provincial Jurisdiction,22,166168,50.6,4.8,3.7,2025-10-21
Q42024,Utilities,All Jurisdictions,1,1151,24.0,4.0,3.7,2025-10-21
Q42024,Utilities,Provincial Jurisdiction,1,1151,24.0,4.0,3.7,2025-10-21
Q42024,Manufacturing,All Jurisdictions,1,1400,60.0,8.0,4.5,2025-10-21
Q42024,Manufacturing,Provincial Jurisdiction,1,1400,60.0,8.0,4.5,2025-10-21
Q42024,Transportation,All Jurisdictions,4,4994,45.1,3.9,3.1,2025-10-21
Q42024,Transportation,Federal Jurisdiction,3,3194,43.5,4.4,3.2,2025-10-21
Q42024,Transportation,Provincial Jurisdiction,1,1800,48.0,3.0,3.0,2025-10-21
Q42024,Finance and professional services,All Jurisdictions,2,7315,68.6,0.7,3.5,2025-10-21
Q42024,Finance and professional services,Federal Jurisdiction,1,1020,48.0,4.8,3.1,2025-10-21
Q42024,Finance and professional services,Provincial Jurisdiction,1,6295,72.0,0.0,3.6,2025-10-21
Q42024,"Education, health, and social services",All Jurisdictions,10,137386,52.3,5.0,3.7,2025-10-21
Q42024,"Education, health, and social services",Provincial Jurisdiction,10,137386,52.3,5.0,3.7,2025-10-21
Q42024,Entertainment and hospitality,All Jurisdictions,1,561,24.0,10.0,6.9,2025-10-21
Q42024,Entertainment and hospitality,Provincial Jurisdiction,1,561,24.0,10.0,6.9,2025-10-21
Q42024,Public administration,All Jurisdictions,10,25065,36.6,4.6,3.6,2025-10-21
Q42024,Public administration,Federal Jurisdiction,3,7490,48.0,4.8,3.2,2025-10-21
Q42024,Public administration,Provincial Jurisdiction,7,17575,31.8,4.5,3.7,2025-10-21
Q12025,All industries,All Jurisdictions,21,50994,49.7,4.2,3.4,2025-10-21
Q12025,All industries,Federal Jurisdiction,6,13263,46.3,4.9,3.8,2025-10-21
Q12025,All industries,Provincial Jurisdiction,15,37731,50.8,3.9,3.2,2025-10-21
Q12025,Primary industries,All Jurisdictions,1,536,36.0,3.0,3.0,2025-10-21
Q12025,Primary industries,Federal Jurisdiction,1,536,36.0,3.0,3.0,2025-10-21
Q12025,Utilities,All Jurisdictions,1,980,36.0,2.8,3.5,2025-10-21
Q12025,Utilities,Provincial Jurisdiction,1,980,36.0,2.8,3.5,2025-10-21
Q12025,Manufacturing,All Jurisdictions,1,2400,72.0,4.0,3.2,2025-10-21
Q12025,Manufacturing,Provincial Jurisdiction,1,2400,72.0,4.0,3.2,2025-10-21
Q12025,Wholesale and retail trade,All Jurisdictions,1,4947,72.0,6.0,3.3,2025-10-21
Q12025,Wholesale and retail trade,Provincial Jurisdiction,1,4947,72.0,6.0,3.3,2025-10-21
Q12025,Transportation,All Jurisdictions,5,8457,41.3,4.5,3.7,2025-10-21
Q12025,Transportation,Federal Jurisdiction,4,5057,44.9,5.5,4.0,2025-10-21
Q12025,Transportation,Provincial Jurisdiction,1,3400,36.0,3.0,3.2,2025-10-21
Q12025,"Education, health, and social services",All Jurisdictions,8,13512,48.2,2.6,2.9,2025-10-21
Q12025,"Education, health, and social services",Provincial Jurisdiction,8,13512,48.2,2.6,2.9,2025-10-21
Q12025,Public administration,All Jurisdictions,4,20162,47.1,4.8,3.6,2025-10-21
Q12025,Public administration,Federal Jurisdiction,1,7670,48.0,4.7,3.7,2025-10-21
Q12025,Public administration,Provincial Jurisdiction,3,12492,46.5,4.8,3.6,2025-10-21
Q22025,All industries,All Jurisdictions,26,202589,46.9,5.8,4.4,2025-10-21
Q22025,All industries,Federal Jurisdiction,1,733,48.0,5.0,4.5,2025-10-21
Q22025,All industries,Provincial Jurisdiction,25,201856,46.9,5.8,4.4,2025-10-21
Q22025,Utilities,All Jurisdictions,1,2300,60.0,3.0,3.5,2025-10-21
Q22025,Utilities,Provincial Jurisdiction,1,2300,60.0,3.0,3.5,2025-10-21
Q22025,Construction,All Jurisdictions,8,123854,48.0,7.2,5.0,2025-10-21
Q22025,Construction,Provincial Jurisdiction,8,123854,48.0,7.2,5.0,2025-10-21
Q22025,Wholesale and retail trade,All Jurisdictions,1,878,60.0,6.7,3.9,2025-10-21
Q22025,Wholesale and retail trade,Provincial Jurisdiction,1,878,60.0,6.7,3.9,2025-10-21
Q22025,Transportation,All Jurisdictions,1,733,48.0,5.0,4.5,2025-10-21
Q22025,Transportation,Federal Jurisdiction,1,733,48.0,5.0,4.5,2025-10-21
Q22025,Finance and professional services,All Jurisdictions,1,1550,36.0,4.2,4.6,2025-10-21
Q22025,Finance and professional services,Provincial Jurisdiction,1,1550,36.0,4.2,4.6,2025-10-21
Q22025,"Education, health, and social services",All Jurisdictions,9,58878,44.0,3.4,3.2,2025-10-21
Q22025,"Education, health, and social services",Provincial Jurisdiction,9,58878,44.0,3.4,3.2,2025-10-21
Q22025,Entertainment and hospitality,All Jurisdictions,1,1606,24.0,10.8,10.2,2025-10-21
Q22025,Entertainment and hospitality,Provincial Jurisdiction,1,1606,24.0,10.8,10.2,2025-10-21
Q22025,Public administration,All Jurisdictions,4,12790,50.1,3.2,2.9,2025-10-21
Q22025,Public administration,Provincial Jurisdiction,4,12790,50.1,3.2,2.9,2025-10-21
2016,All industries,All Jurisdictions,292,1194600,48.5,0.9,1.4,2025-10-21
2016,All industries,Federal Jurisdiction,25,120168,44.7,1.1,1.4,2025-10-21
2016,All industries,Provincial Jurisdiction,267,1074432,48.9,0.8,1.4,2025-10-21
2016,Primary industries,All Jurisdictions,8,14090,32.1,0.2,0.7,2025-10-21
2016,Primary industries,Provincial Jurisdiction,8,14090,32.1,0.2,0.7,2025-10-21
2016,Utilities,All Jurisdictions,8,5800,48.9,0.8,1.4,2025-10-21
2016,Utilities,Provincial Jurisdiction,8,5800,48.9,0.8,1.4,2025-10-21
2016,Construction,All Jurisdictions,53,112580,36.7,2.0,1.9,2025-10-21
2016,Construction,Federal Jurisdiction,1,1380,48.0,2.0,2.0,2025-10-21
2016,Construction,Provincial Jurisdiction,52,111200,36.5,2.0,1.9,2025-10-21
2016,Manufacturing,All Jurisdictions,29,43197,51.0,1.9,1.4,2025-10-21
2016,Manufacturing,Federal Jurisdiction,2,1270,40.8,1.3,1.9,2025-10-21
2016,Manufacturing,Provincial Jurisdiction,27,41927,51.3,1.9,1.4,2025-10-21
2016,Wholesale and retail trade,All Jurisdictions,9,24215,60.4,1.4,1.3,2025-10-21
2016,Wholesale and retail trade,Provincial Jurisdiction,9,24215,60.4,1.4,1.3,2025-10-21
2016,Transportation,All Jurisdictions,18,85950,42.0,1.0,1.4,2025-10-21
2016,Transportation,Federal Jurisdiction,15,79380,42.2,0.9,1.3,2025-10-21
2016,Transportation,Provincial Jurisdiction,3,6570,39.4,1.9,1.9,2025-10-21
2016,Information and culture,All Jurisdictions,5,14578,56.0,0.7,1.2,2025-10-21
2016,Information and culture,Federal Jurisdiction,4,12328,57.5,0.7,1.2,2025-10-21
2016,Information and culture,Provincial Jurisdiction,1,2250,48.0,1.3,1.3,2025-10-21
2016,Finance and professional services,All Jurisdictions,8,5980,41.7,1.9,1.7,2025-10-21
2016,Finance and professional services,Federal Jurisdiction,2,1310,21.0,2.1,2.1,2025-10-21
2016,Finance and professional services,Provincial Jurisdiction,6,4670,47.6,1.8,1.5,2025-10-21
2016,"Education, health, and social services",All Jurisdictions,98,697660,49.7,0.5,1.2,2025-10-21
2016,"Education, health, and social services",Provincial Jurisdiction,98,697660,49.7,0.5,1.2,2025-10-21
2016,Entertainment and hospitality,All Jurisdictions,5,4010,45.9,1.7,1.7,2025-10-21
2016,Entertainment and hospitality,Provincial Jurisdiction,5,4010,45.9,1.7,1.7,2025-10-21
2016,Public administration,All Jurisdictions,51,186540,52.8,1.3,1.5,2025-10-21
2016,Public administration,Federal Jurisdiction,1,24500,48.0,1.8,1.4,2025-10-21
2016,Public administration,Provincial Jurisdiction,50,162040,53.6,1.2,1.5,2025-10-21
2017,All industries,All Jurisdictions,224,868612,39.8,1.7,1.7,2025-10-21
2017,All industries,Federal Jurisdiction,46,209018,47.4,1.4,1.6,2025-10-21
2017,All industries,Provincial Jurisdiction,178,659594,37.3,1.8,1.8,2025-10-21
2017,Primary industries,All Jurisdictions,10,13602,36.8,0.7,0.9,2025-10-21
2017,Primary industries,Federal Jurisdiction,2,1150,45.1,2.3,1.9,2025-10-21
2017,Primary industries,Provincial Jurisdiction,8,12452,36.1,0.6,0.8,2025-10-21
2017,Utilities,All Jurisdictions,3,2920,29.4,1.6,1.7,2025-10-21
2017,Utilities,Provincial Jurisdiction,3,2920,29.4,1.6,1.7,2025-10-21
2017,Construction,All Jurisdictions,16,97270,44.5,3.4,2.0,2025-10-21
2017,Construction,Provincial Jurisdiction,16,97270,44.5,3.4,2.0,2025-10-21
2017,Manufacturing,All Jurisdictions,10,10440,48.3,1.5,1.4,2025-10-21
2017,Manufacturing,Provincial Jurisdiction,10,10440,48.3,1.5,1.4,2025-10-21
2017,Wholesale and retail trade,All Jurisdictions,7,14550,47.5,1.7,1.9,2025-10-21
2017,Wholesale and retail trade,Provincial Jurisdiction,7,14550,47.5,1.7,1.9,2025-10-21
2017,Transportation,All Jurisdictions,19,28362,46.8,1.8,2.1,2025-10-21
2017,Transportation,Federal Jurisdiction,16,26382,48.1,1.8,2.1,2025-10-21
2017,Transportation,Provincial Jurisdiction,3,1980,30.6,1.8,1.6,2025-10-21
2017,Information and culture,All Jurisdictions,6,8936,47.3,1.6,1.8,2025-10-21
2017,Information and culture,Federal Jurisdiction,4,7536,47.2,1.5,1.8,2025-10-21
2017,Information and culture,Provincial Jurisdiction,2,1400,48.0,1.7,1.8,2025-10-21
2017,Finance and professional services,All Jurisdictions,11,20770,53.3,2.0,2.2,2025-10-21
2017,Finance and professional services,Federal Jurisdiction,8,13520,39.7,1.6,2.0,2025-10-21
2017,Finance and professional services,Provincial Jurisdiction,3,7250,78.8,2.7,2.7,2025-10-21
2017,"Education, health, and social services",All Jurisdictions,80,398216,30.5,1.5,1.7,2025-10-21
2017,"Education, health, and social services",Provincial Jurisdiction,80,398216,30.5,1.5,1.7,2025-10-21
2017,Entertainment and hospitality,All Jurisdictions,5,6350,46.7,2.0,1.9,2025-10-21
2017,Entertainment and hospitality,Provincial Jurisdiction,5,6350,46.7,2.0,1.9,2025-10-21
2017,Public administration,All Jurisdictions,57,267196,49.1,1.4,1.6,2025-10-21
2017,Public administration,Federal Jurisdiction,16,160430,48.0,1.3,1.4,2025-10-21
2017,Public administration,Provincial Jurisdiction,41,106766,50.8,1.6,1.9,2025-10-21
2018,All industries,All Jurisdictions,226,761192,42.7,1.4,1.4,2025-10-21
2018,All industries,Federal Jurisdiction,30,78120,47.9,1.8,2.0,2025-10-21
2018,All industries,Provincial Jurisdiction,196,683072,42.1,1.3,1.3,2025-10-21
2018,Primary industries,All Jurisdictions,2,2213,50.9,8.7,2.7,2025-10-21
2018,Primary industries,Provincial Jurisdiction,2,2213,50.9,8.7,2.7,2025-10-21
2018,Utilities,All Jurisdictions,11,29176,44.9,1.3,2.0,2025-10-21
2018,Utilities,Provincial Jurisdiction,11,29176,44.9,1.3,2.0,2025-10-21
2018,Construction,All Jurisdictions,16,93740,46.9,2.1,1.5,2025-10-21
2018,Construction,Federal Jurisdiction,1,850,60.0,0.0,1.6,2025-10-21
2018,Construction,Provincial Jurisdiction,15,92890,46.8,2.1,1.5,2025-10-21
2018,Manufacturing,All Jurisdictions,13,13488,51.9,2.2,1.9,2025-10-21
2018,Manufacturing,Provincial Jurisdiction,13,13488,51.9,2.2,1.9,2025-10-21
2018,Wholesale and retail trade,All Jurisdictions,10,20373,52.8,0.9,1.4,2025-10-21
2018,Wholesale and retail trade,Provincial Jurisdiction,10,20373,52.8,0.9,1.4,2025-10-21
2018,Transportation,All Jurisdictions,16,28882,44.0,2.0,2.2,2025-10-21
2018,Transportation,Federal Jurisdiction,9,11950,46.8,2.3,2.5,2025-10-21
2018,Transportation,Provincial Jurisdiction,7,16932,42.1,1.9,2.0,2025-10-21
2018,Information and culture,All Jurisdictions,8,25890,45.5,2.6,2.4,2025-10-21
2018,Information and culture,Federal Jurisdiction,6,17240,50.7,2.4,2.3,2025-10-21
2018,Information and culture,Provincial Jurisdiction,2,8650,35.1,2.8,2.8,2025-10-21
2018,Finance and professional services,All Jurisdictions,17,44852,47.9,2.7,2.1,2025-10-21
2018,Finance and professional services,Federal Jurisdiction,5,6040,39.1,3.1,2.0,2025-10-21
2018,Finance and professional services,Provincial Jurisdiction,12,38812,49.3,2.7,2.1,2025-10-21
2018,"Education, health, and social services",All Jurisdictions,77,330519,39.0,0.8,1.0,2025-10-21
2018,"Education, health, and social services",Provincial Jurisdiction,77,330519,39.0,0.8,1.0,2025-10-21
2018,Entertainment and hospitality,All Jurisdictions,9,7940,45.6,2.5,2.4,2025-10-21
2018,Entertainment and hospitality,Provincial Jurisdiction,9,7940,45.6,2.5,2.4,2025-10-21
2018,Public administration,All Jurisdictions,47,164119,42.7,1.1,1.2,2025-10-21
2018,Public administration,Federal Jurisdiction,9,42040,48.0,1.2,1.7,2025-10-21
2018,Public administration,Provincial Jurisdiction,38,122079,40.9,1.1,1.1,2025-10-21
2019,All industries,All Jurisdictions,269,684720,43.1,1.8,1.8,2025-10-21
2019,All industries,Federal Jurisdiction,40,102942,49.6,2.5,2.1,2025-10-21
2019,All industries,Provincial Jurisdiction,229,581778,41.9,1.7,1.8,2025-10-21
2019,Primary industries,All Jurisdictions,4,5630,55.7,2.3,2.4,2025-10-21
2019,Primary industries,Provincial Jurisdiction,4,5630,55.7,2.3,2.4,2025-10-21
2019,Utilities,All Jurisdictions,12,19730,36.0,1.8,2.1,2025-10-21
2019,Utilities,Provincial Jurisdiction,12,19730,36.0,1.8,2.1,2025-10-21
2019,Construction,All Jurisdictions,44,109945,36.6,2.0,2.1,2025-10-21
2019,Construction,Provincial Jurisdiction,44,109945,36.6,2.0,2.1,2025-10-21
2019,Manufacturing,All Jurisdictions,16,17760,61.1,2.0,2.2,2025-10-21
2019,Manufacturing,Federal Jurisdiction,1,780,48.0,2.0,1.7,2025-10-21
2019,Manufacturing,Provincial Jurisdiction,15,16980,61.7,2.0,2.2,2025-10-21
2019,Wholesale and retail trade,All Jurisdictions,11,25528,58.1,1.2,1.7,2025-10-21
2019,Wholesale and retail trade,Provincial Jurisdiction,11,25528,58.1,1.2,1.7,2025-10-21
2019,Transportation,All Jurisdictions,20,41980,54.4,2.2,2.4,2025-10-21
2019,Transportation,Federal Jurisdiction,13,23660,52.6,2.4,2.6,2025-10-21
2019,Transportation,Provincial Jurisdiction,7,18320,56.7,1.9,2.1,2025-10-21
2019,Information and culture,All Jurisdictions,6,10782,53.8,1.2,1.3,2025-10-21
2019,Information and culture,Federal Jurisdiction,4,9012,55.2,1.0,1.3,2025-10-21
2019,Information and culture,Provincial Jurisdiction,2,1770,46.4,1.7,1.1,2025-10-21
2019,Finance and professional services,All Jurisdictions,6,5820,47.1,2.1,1.8,2025-10-21
2019,Finance and professional services,Federal Jurisdiction,6,5820,47.1,2.1,1.8,2025-10-21
2019,"Education, health, and social services",All Jurisdictions,90,294965,38.3,1.3,1.6,2025-10-21
2019,"Education, health, and social services",Provincial Jurisdiction,90,294965,38.3,1.3,1.6,2025-10-21
2019,Entertainment and hospitality,All Jurisdictions,2,1800,36.0,7.1,5.0,2025-10-21
2019,Entertainment and hospitality,Provincial Jurisdiction,2,1800,36.0,7.1,5.0,2025-10-21
2019,Public administration,All Jurisdictions,58,150780,48.8,2.4,1.9,2025-10-21
2019,Public administration,Federal Jurisdiction,16,63670,48.0,2.7,2.0,2025-10-21
2019,Public administration,Provincial Jurisdiction,42,87110,49.4,2.2,1.8,2025-10-21
2020,All industries,All Jurisdictions,182,809923,41.4,1.8,1.9,2025-10-21
2020,All industries,Federal Jurisdiction,30,261483,44.3,2.4,2.2,2025-10-21
2020,All industries,Provincial Jurisdiction,152,548440,40.0,1.6,1.8,2025-10-21
2020,Primary industries,All Jurisdictions,1,650,64.8,2.5,2.2,2025-10-21
2020,Primary industries,Provincial Jurisdiction,1,650,64.8,2.5,2.2,2025-10-21
2020,Utilities,All Jurisdictions,5,12606,44.3,1.5,1.9,2025-10-21
2020,Utilities,Provincial Jurisdiction,5,12606,44.3,1.5,1.9,2025-10-21
2020,Construction,All Jurisdictions,10,20042,44.5,0.8,1.0,2025-10-21
2020,Construction,Federal Jurisdiction,1,850,48.0,1.5,1.8,2025-10-21
2020,Construction,Provincial Jurisdiction,9,19192,44.4,0.8,1.0,2025-10-21
2020,Manufacturing,All Jurisdictions,14,39945,40.3,3.2,2.1,2025-10-21
2020,Manufacturing,Provincial Jurisdiction,14,39945,40.3,3.2,2.1,2025-10-21
2020,Wholesale and retail trade,All Jurisdictions,9,13811,75.5,0.9,1.0,2025-10-21
2020,Wholesale and retail trade,Provincial Jurisdiction,9,13811,75.5,0.9,1.0,2025-10-21
2020,Transportation,All Jurisdictions,22,98811,51.5,2.1,2.3,2025-10-21
2020,Transportation,Federal Jurisdiction,15,89283,51.9,2.2,2.4,2025-10-21
2020,Transportation,Provincial Jurisdiction,7,9528,47.9,0.7,1.1,2025-10-21
2020,Information and culture,All Jurisdictions,2,3450,43.9,1.2,1.3,2025-10-21
2020,Information and culture,Federal Jurisdiction,1,1200,36.1,1.5,1.5,2025-10-21
2020,Information and culture,Provincial Jurisdiction,1,2250,48.0,1.0,1.1,2025-10-21
2020,Finance and professional services,All Jurisdictions,9,25148,45.8,1.3,1.6,2025-10-21
2020,Finance and professional services,Federal Jurisdiction,4,10960,47.5,1.4,1.3,2025-10-21
2020,Finance and professional services,Provincial Jurisdiction,5,14188,44.5,1.3,1.8,2025-10-21
2020,"Education, health, and social services",All Jurisdictions,74,385643,36.4,1.5,1.9,2025-10-21
2020,"Education, health, and social services",Provincial Jurisdiction,74,385643,36.4,1.5,1.9,2025-10-21
2020,Entertainment and hospitality,All Jurisdictions,3,2038,31.3,1.6,1.7,2025-10-21
2020,Entertainment and hospitality,Provincial Jurisdiction,3,2038,31.3,1.6,1.7,2025-10-21
2020,Public administration,All Jurisdictions,33,207779,42.7,2.3,1.9,2025-10-21
2020,Public administration,Federal Jurisdiction,9,159190,39.8,2.6,2.1,2025-10-21
2020,Public administration,Provincial Jurisdiction,24,48589,52.3,1.2,1.4,2025-10-21
2021,All industries,All Jurisdictions,179,1030411,42.8,1.8,1.9,2025-10-21
2021,All industries,Federal Jurisdiction,26,119215,49.1,1.9,2.4,2025-10-21
2021,All industries,Provincial Jurisdiction,153,911196,42.0,1.8,1.9,2025-10-21
2021,Primary industries,All Jurisdictions,3,3139,44.5,1.4,2.4,2025-10-21
2021,Primary industries,Federal Jurisdiction,1,710,42.0,2.0,2.0,2025-10-21
2021,Primary industries,Provincial Jurisdiction,2,2429,45.3,1.2,2.5,2025-10-21
2021,Utilities,All Jurisdictions,8,17469,27.5,1.1,1.1,2025-10-21
2021,Utilities,Provincial Jurisdiction,8,17469,27.5,1.1,1.1,2025-10-21
2021,Construction,All Jurisdictions,9,149177,47.9,2.0,2.0,2025-10-21
2021,Construction,Provincial Jurisdiction,9,149177,47.9,2.0,2.0,2025-10-21
2021,Manufacturing,All Jurisdictions,15,14707,51.2,4.5,2.3,2025-10-21
2021,Manufacturing,Provincial Jurisdiction,15,14707,51.2,4.5,2.3,2025-10-21
2021,Wholesale and retail trade,All Jurisdictions,10,24770,55.8,1.5,1.4,2025-10-21
2021,Wholesale and retail trade,Provincial Jurisdiction,10,24770,55.8,1.5,1.4,2025-10-21
2021,Transportation,All Jurisdictions,14,57058,40.6,2.1,2.5,2025-10-21
2021,Transportation,Federal Jurisdiction,13,56028,40.5,2.1,2.5,2025-10-21
2021,Transportation,Provincial Jurisdiction,1,1030,48.0,3.0,2.5,2025-10-21
2021,Information and culture,All Jurisdictions,5,8228,57.5,1.7,1.9,2025-10-21
2021,Information and culture,Federal Jurisdiction,4,7410,59.8,1.7,1.9,2025-10-21
2021,Information and culture,Provincial Jurisdiction,1,818,36.0,2.0,2.0,2025-10-21
2021,Finance and professional services,All Jurisdictions,6,7582,43.2,0.5,2.1,2025-10-21
2021,Finance and professional services,Federal Jurisdiction,3,3925,40.4,0.5,1.7,2025-10-21
2021,Finance and professional services,Provincial Jurisdiction,3,3657,46.2,0.4,2.5,2025-10-21
2021,"Education, health, and social services",All Jurisdictions,69,584584,38.9,1.8,1.9,2025-10-21
2021,"Education, health, and social services",Provincial Jurisdiction,69,584584,38.9,1.8,1.9,2025-10-21
2021,Entertainment and hospitality,All Jurisdictions,4,4836,36.7,0.1,1.0,2025-10-21
2021,Entertainment and hospitality,Provincial Jurisdiction,4,4836,36.7,0.1,1.0,2025-10-21
2021,Public administration,All Jurisdictions,36,158861,51.4,1.7,1.9,2025-10-21
2021,Public administration,Federal Jurisdiction,5,51142,57.6,1.8,2.4,2025-10-21
2021,Public administration,Provincial Jurisdiction,31,107719,48.4,1.7,1.7,2025-10-21
2022,All industries,All Jurisdictions,147,706936,42.5,2.8,2.7,2025-10-21
2022,All industries,Federal Jurisdiction,24,45513,48.7,3.4,3.0,2025-10-21
2022,All industries,Provincial Jurisdiction,123,661423,42.1,2.8,2.7,2025-10-21
2022,Primary industries,All Jurisdictions,1,1011,60.0,2.0,2.0,2025-10-21
2022,Primary industries,Provincial Jurisdiction,1,1011,60.0,2.0,2.0,2025-10-21
2022,Utilities,All Jurisdictions,4,3055,44.7,0.4,1.6,2025-10-21
2022,Utilities,Provincial Jurisdiction,4,3055,44.7,0.4,1.6,2025-10-21
2022,Construction,All Jurisdictions,8,58510,35.7,4.6,4.4,2025-10-21
2022,Construction,Provincial Jurisdiction,8,58510,35.7,4.6,4.4,2025-10-21
2022,Manufacturing,All Jurisdictions,8,12376,52.3,9.0,3.9,2025-10-21
