Month,Industry,Sector_Type,Number_of_Agreements,Number_of_Employees,Duration_Months_Avg,First_Year_Pct_Adjustment_Avg,Annual_Pct_Adjustment_Avg,Extraction_Date
Federal jurisdiction,2022,All Sectors,24,45513,48.7,3.4,3.0,2025-10-21
Federal jurisdiction,2022,Private Sector,17,34788,50.2,3.5,3.0,2025-10-21
Federal jurisdiction,2022,Public Sector,7,10725,43.7,3.4,2.8,2025-10-21
Federal jurisdiction,2023,All Sectors,36,263293,47.1,2.7,3.2,2025-10-21
Federal jurisdiction,2023,Private Sector,22,43433,41.3,5.1,4.1,2025-10-21
Federal jurisdiction,2023,Public Sector,14,219860,48.2,2.2,3.0,2025-10-21
Federal jurisdiction,2024,All Sectors,23,69202,35.6,4.5,3.6,2025-10-21
Federal jurisdiction,2024,Private Sector,13,21359,32.1,4.9,4.0,2025-10-21
Federal jurisdiction,2024,Public Sector,10,47843,37.1,4.4,3.5,2025-10-21
Federal jurisdiction,2025,All Sectors,9,17332,47.9,4.8,3.8,2025-10-21
Federal jurisdiction,2025,Private Sector,7,8826,48.9,4.9,3.8,2025-10-21
Federal jurisdiction,2025,Public Sector,2,8506,46.8,4.7,3.7,2025-10-21
Newfoundland and Labrador,2016,All Sectors,1,1400,42.9,1.7,1.6,2025-10-21
Newfoundland and Labrador,2016,Private Sector,1,1400,42.9,1.7,1.6,2025-10-21
Newfoundland and Labrador,2018,All Sectors,10,19903,49.3,1.1,0.4,2025-10-21
Newfoundland and Labrador,2018,Private Sector,2,2043,53.5,10.6,3.7,2025-10-21
Newfoundland and Labrador,2018,Public Sector,8,17860,48.9,0.0,0.0,2025-10-21
Newfoundland and Labrador,2019,All Sectors,4,8580,48.0,0.0,0.2,2025-10-21
Newfoundland and Labrador,2019,Public Sector,4,8580,48.0,0.0,0.2,2025-10-21
Newfoundland and Labrador,2020,All Sectors,3,8000,28.2,1.9,2.0,2025-10-21
Newfoundland and Labrador,2020,Private Sector,1,1400,48.0,1.6,1.8,2025-10-21
Newfoundland and Labrador,2020,Public Sector,2,6600,24.0,2.0,2.0,2025-10-21
Newfoundland and Labrador,2021,All Sectors,5,12450,49.5,1.0,1.3,2025-10-21
Newfoundland and Labrador,2021,Private Sector,1,500,36.0,2.4,2.2,2025-10-21
Newfoundland and Labrador,2021,Public Sector,4,11950,50.1,0.9,1.3,2025-10-21
Newfoundland and Labrador,2022,All Sectors,2,2200,48.0,4.1,1.8,2025-10-21
Newfoundland and Labrador,2022,Public Sector,2,2200,48.0,4.1,1.8,2025-10-21
Newfoundland and Labrador,2023,All Sectors,4,14380,49.1,1.8,3.1,2025-10-21
Newfoundland and Labrador,2023,Public Sector,4,14380,49.1,1.8,3.1,2025-10-21
Newfoundland and Labrador,2024,All Sectors,2,1250,43.2,3.2,2.7,2025-10-21
Newfoundland and Labrador,2024,Private Sector,1,500,36.0,5.1,3.6,2025-10-21
Newfoundland and Labrador,2024,Public Sector,1,750,48.0,2.0,2.0,2025-10-21
Prince Edward Island,2016,All Sectors,3,3880,41.1,1.6,2.5,2025-10-21
Prince Edward Island,2016,Private Sector,1,550,72.0,2.5,2.1,2025-10-21
Prince Edward Island,2016,Public Sector,2,3330,36.0,1.5,2.6,2025-10-21
Prince Edward Island,2018,All Sectors,1,1400,36.0,2.0,1.5,2025-10-21
Prince Edward Island,2018,Public Sector,1,1400,36.0,2.0,1.5,2025-10-21
Prince Edward Island,2019,All Sectors,5,8120,41.6,2.0,1.9,2025-10-21
Prince Edward Island,2019,Public Sector,5,8120,41.6,2.0,1.9,2025-10-21
Prince Edward Island,2021,All Sectors,1,1000,36.0,3.3,1.9,2025-10-21
Prince Edward Island,2021,Public Sector,1,1000,36.0,3.3,1.9,2025-10-21
Prince Edward Island,2023,All Sectors,1,2600,36.0,3.0,3.4,2025-10-21
Prince Edward Island,2023,Public Sector,1,2600,36.0,3.0,3.4,2025-10-21
Nova Scotia,2016,All Sectors,1,690,36.0,2.0,1.7,2025-10-21
Nova Scotia,2016,Public Sector,1,690,36.0,2.0,1.7,2025-10-21
Nova Scotia,2017,All Sectors,2,16800,58.7,0.0,0.9,2025-10-21
Nova Scotia,2017,Public Sector,2,16800,58.7,0.0,0.9,2025-10-21
Nova Scotia,2018,All Sectors,21,41120,62.7,0.2,1.1,2025-10-21
Nova Scotia,2018,Private Sector,8,9310,39.9,0.8,0.8,2025-10-21
Nova Scotia,2018,Public Sector,13,31810,69.4,0.1,1.2,2025-10-21
Nova Scotia,2019,All Sectors,4,4060,59.0,0.7,1.4,2025-10-21
Nova Scotia,2019,Private Sector,1,930,48.0,1.7,1.9,2025-10-21
Nova Scotia,2019,Public Sector,3,3130,62.2,0.4,1.2,2025-10-21
Nova Scotia,2020,All Sectors,1,9300,48.0,2.0,1.7,2025-10-21
Nova Scotia,2020,Public Sector,1,9300,48.0,2.0,1.7,2025-10-21
Nova Scotia,2021,All Sectors,5,21200,36.8,1.4,1.8,2025-10-21
Nova Scotia,2021,Private Sector,1,1200,60.0,0.8,1.4,2025-10-21
Nova Scotia,2021,Public Sector,4,20000,35.4,1.5,1.8,2025-10-21
Nova Scotia,2022,All Sectors,5,13924,37.9,1.6,2.7,2025-10-21
Nova Scotia,2022,Public Sector,5,13924,37.9,1.6,2.7,2025-10-21
Nova Scotia,2023,All Sectors,3,3180,39.0,2.0,2.2,2025-10-21
Nova Scotia,2023,Public Sector,3,3180,39.0,2.0,2.2,2025-10-21
Nova Scotia,2024,All Sectors,4,26712,29.3,4.2,3.5,2025-10-21
Nova Scotia,2024,Public Sector,4,26712,29.3,4.2,3.5,2025-10-21
Nova Scotia,2025,All Sectors,1,1180,24.0,5.6,3.8,2025-10-21
Nova Scotia,2025,Public Sector,1,1180,24.0,5.6,3.8,2025-10-21
New Brunswick,2016,All Sectors,14,14830,53.1,1.5,1.7,2025-10-21
New Brunswick,2016,Private Sector,5,4600,36.0,1.9,2.0,2025-10-21
New Brunswick,2016,Public Sector,9,10230,60.8,1.4,1.5,2025-10-21
New Brunswick,2017,All Sectors,4,18570,53.7,1.0,1.0,2025-10-21
New Brunswick,2017,Private Sector,1,500,48.0,0.0,1.2,2025-10-21
New Brunswick,2017,Public Sector,3,18070,53.9,1.0,1.0,2025-10-21
New Brunswick,2018,All Sectors,1,550,48.0,2.5,2.5,2025-10-21
New Brunswick,2018,Private Sector,1,550,48.0,2.5,2.5,2025-10-21
New Brunswick,2019,All Sectors,4,3050,36.0,1.9,2.1,2025-10-21
New Brunswick,2019,Private Sector,4,3050,36.0,1.9,2.1,2025-10-21
New Brunswick,2021,All Sectors,5,7763,66.5,1.8,2.1,2025-10-21
New Brunswick,2021,Private Sector,1,500,60.0,1.8,3.5,2025-10-21
New Brunswick,2021,Public Sector,4,7263,66.9,1.8,2.0,2025-10-21
New Brunswick,2022,All Sectors,3,9470,58.9,1.7,2.2,2025-10-21
New Brunswick,2022,Public Sector,3,9470,58.9,1.7,2.2,2025-10-21
New Brunswick,2023,All Sectors,1,8000,60.0,2.0,3.0,2025-10-21
New Brunswick,2023,Public Sector,1,8000,60.0,2.0,3.0,2025-10-21
New Brunswick,2024,All Sectors,1,730,44.0,2.0,1.7,2025-10-21
New Brunswick,2024,Public Sector,1,730,44.0,2.0,1.7,2025-10-21
Quebec,2016,All Sectors,55,473162,60.4,0.1,1.1,2025-10-21
Quebec,2016,Private Sector,11,10297,62.4,2.2,2.1,2025-10-21
Quebec,2016,Public Sector,44,462865,60.3,0.1,1.1,2025-10-21
Quebec,2017,All Sectors,21,100687,54.9,3.4,2.1,2025-10-21
Quebec,2017,Private Sector,7,77903,51.1,4.0,2.2,2025-10-21
Quebec,2017,Public Sector,14,22784,68.0,1.6,1.7,2025-10-21
Quebec,2018,All Sectors,35,156818,53.9,1.8,1.7,2025-10-21
Quebec,2018,Private Sector,12,101573,52.6,2.2,1.7,2025-10-21
Quebec,2018,Public Sector,23,55245,56.2,1.1,1.7,2025-10-21
Quebec,2019,All Sectors,24,35676,68.2,2.2,2.0,2025-10-21
Quebec,2019,Private Sector,8,6545,69.2,2.0,2.4,2025-10-21
Quebec,2019,Public Sector,16,29131,67.9,2.2,1.9,2025-10-21
Quebec,2020,All Sectors,16,19929,64.6,3.5,2.3,2025-10-21
Quebec,2020,Private Sector,6,5962,38.8,7.2,3.2,2025-10-21
Quebec,2020,Public Sector,10,13967,75.6,1.9,1.9,2025-10-21
Quebec,2021,All Sectors,56,678706,40.5,2.0,2.0,2025-10-21
Quebec,2021,Private Sector,14,154909,48.5,2.1,2.1,2025-10-21
Quebec,2021,Public Sector,42,523797,38.1,2.0,2.0,2025-10-21
Quebec,2022,All Sectors,18,67394,50.3,2.4,2.4,2025-10-21
Quebec,2022,Private Sector,6,20932,55.0,3.1,2.7,2025-10-21
Quebec,2022,Public Sector,12,46462,48.1,2.1,2.2,2025-10-21
Quebec,2023,All Sectors,10,16762,50.6,4.6,2.8,2025-10-21
Quebec,2023,Private Sector,2,2069,67.3,4.8,2.5,2025-10-21
Quebec,2023,Public Sector,8,14693,48.3,4.5,2.9,2025-10-21
Quebec,2024,All Sectors,34,588013,60.1,5.9,3.6,2025-10-21
Quebec,2024,Private Sector,4,9556,65.8,2.8,4.1,2025-10-21
Quebec,2024,Public Sector,30,578457,60.1,6.0,3.6,2025-10-21
Quebec,2025,All Sectors,11,161191,49.6,7.6,4.4,2025-10-21
Quebec,2025,Private Sector,5,145818,48.1,8.0,4.5,2025-10-21
Quebec,2025,Public Sector,6,15373,63.9,4.2,3.1,2025-10-21
Ontario,2016,All Sectors,105,360580,36.2,1.6,1.6,2025-10-21
Ontario,2016,Private Sector,66,161770,41.6,1.8,1.6,2025-10-21
Ontario,2016,Public Sector,39,198810,31.8,1.5,1.6,2025-10-21
Ontario,2017,All Sectors,78,396728,31.9,1.8,2.0,2025-10-21
Ontario,2017,Private Sector,16,26668,36.7,3.2,2.2,2025-10-21
Ontario,2017,Public Sector,62,370060,31.5,1.6,2.0,2025-10-21
Ontario,2018,All Sectors,61,198705,35.5,1.8,1.7,2025-10-21
Ontario,2018,Private Sector,19,41600,39.1,2.5,2.0,2025-10-21
Ontario,2018,Public Sector,42,157105,34.5,1.6,1.7,2025-10-21
Ontario,2019,All Sectors,80,233290,39.4,2.2,2.2,2025-10-21
Ontario,2019,Private Sector,42,110980,38.9,2.0,2.2,2025-10-21
Ontario,2019,Public Sector,38,122310,40.0,2.3,2.3,2025-10-21
Ontario,2020,All Sectors,42,312434,37.9,1.7,2.0,2025-10-21
Ontario,2020,Private Sector,13,48040,38.0,2.2,1.9,2025-10-21
Ontario,2020,Public Sector,29,264394,37.9,1.6,2.1,2025-10-21
Ontario,2021,All Sectors,32,66600,36.4,1.2,1.6,2025-10-21
Ontario,2021,Private Sector,10,17606,34.8,1.5,1.7,2025-10-21
Ontario,2021,Public Sector,22,48994,37.0,1.1,1.6,2025-10-21
Ontario,2022,All Sectors,42,296656,37.0,3.7,3.4,2025-10-21
Ontario,2022,Private Sector,11,68226,38.5,4.0,4.0,2025-10-21
Ontario,2022,Public Sector,31,228430,36.6,3.7,3.2,2025-10-21
Ontario,2023,All Sectors,40,292436,37.8,4.7,3.6,2025-10-21
Ontario,2023,Private Sector,12,33764,42.3,8.9,4.6,2025-10-21
Ontario,2023,Public Sector,28,258672,37.2,4.2,3.5,2025-10-21
Ontario,2024,All Sectors,41,263583,39.3,3.8,3.2,2025-10-21
Ontario,2024,Private Sector,7,13573,30.6,6.8,4.6,2025-10-21
Ontario,2024,Public Sector,34,250010,39.8,3.6,3.1,2025-10-21
Ontario,2025,All Sectors,8,17488,41.5,4.8,4.5,2025-10-21
Ontario,2025,Private Sector,1,1606,24.0,10.8,10.2,2025-10-21
Ontario,2025,Public Sector,7,15882,43.3,4.2,3.9,2025-10-21
Manitoba,2016,All Sectors,22,45850,53.5,1.6,1.7,2025-10-21
Manitoba,2016,Private Sector,3,2700,48.0,3.2,3.1,2025-10-21
Manitoba,2016,Public Sector,19,43150,53.8,1.5,1.6,2025-10-21
Manitoba,2017,All Sectors,5,11178,61.6,0.3,1.9,2025-10-21
Manitoba,2017,Public Sector,5,11178,61.6,0.3,1.9,2025-10-21
Manitoba,2018,All Sectors,8,10180,53.3,1.9,1.6,2025-10-21
Manitoba,2018,Private Sector,6,8400,54.4,2.2,1.8,2025-10-21
Manitoba,2018,Public Sector,2,1780,48.0,0.1,0.5,2025-10-21
Manitoba,2019,All Sectors,2,2683,47.8,0.0,1.1,2025-10-21
Manitoba,2019,Public Sector,2,2683,47.8,0.0,1.1,2025-10-21
Manitoba,2020,All Sectors,5,6100,50.2,1.2,1.4,2025-10-21
Manitoba,2020,Private Sector,2,3100,60.0,2.0,2.0,2025-10-21
Manitoba,2020,Public Sector,3,3000,40.2,0.4,0.8,2025-10-21
Manitoba,2021,All Sectors,10,24265,63.2,1.3,1.3,2025-10-21
Manitoba,2021,Private Sector,2,2100,56.6,1.7,2.1,2025-10-21
Manitoba,2021,Public Sector,8,22165,63.8,1.3,1.2,2025-10-21
Manitoba,2022,All Sectors,8,37220,58.3,2.1,1.7,2025-10-21
Manitoba,2022,Public Sector,8,37220,58.3,2.1,1.7,2025-10-21
Manitoba,2023,All Sectors,8,24796,68.7,2.2,2.0,2025-10-21
Manitoba,2023,Private Sector,3,10996,73.6,3.4,2.0,2025-10-21
Manitoba,2023,Public Sector,5,13800,64.8,1.2,2.1,2025-10-21
Manitoba,2024,All Sectors,8,83596,48.0,2.6,3.3,2025-10-21
Manitoba,2024,Private Sector,1,6696,48.0,3.5,3.1,2025-10-21
Manitoba,2024,Public Sector,7,76900,48.0,2.5,3.3,2025-10-21
Manitoba,2025,All Sectors,2,8300,48.0,2.9,3.1,2025-10-21
Manitoba,2025,Public Sector,2,8300,48.0,2.9,3.1,2025-10-21
Saskatchewan,2016,All Sectors,4,13030,46.5,0.3,1.0,2025-10-21
Saskatchewan,2016,Private Sector,1,940,36.0,2.7,2.7,2025-10-21
Saskatchewan,2016,Public Sector,3,12090,47.3,0.1,0.8,2025-10-21
Saskatchewan,2017,All Sectors,6,5810,41.8,1.3,1.6,2025-10-21
Saskatchewan,2017,Private Sector,3,2330,43.8,0.6,1.7,2025-10-21
Saskatchewan,2017,Public Sector,3,3480,40.5,1.9,1.6,2025-10-21
Saskatchewan,2018,All Sectors,6,17440,31.0,0.1,0.6,2025-10-21
Saskatchewan,2018,Private Sector,1,1250,96.1,0.0,1.1,2025-10-21
Saskatchewan,2018,Public Sector,5,16190,25.9,0.1,0.6,2025-10-21
Saskatchewan,2019,All Sectors,14,37665,62.0,0.2,1.1,2025-10-21
Saskatchewan,2019,Private Sector,3,3840,60.3,1.0,1.4,2025-10-21
Saskatchewan,2019,Public Sector,11,33825,62.2,0.1,1.1,2025-10-21
Saskatchewan,2020,All Sectors,13,29250,55.5,0.3,1.4,2025-10-21
Saskatchewan,2020,Private Sector,2,1480,62.1,1.6,1.4,2025-10-21
Saskatchewan,2020,Public Sector,11,27770,55.2,0.2,1.4,2025-10-21
Saskatchewan,2021,All Sectors,5,25140,63.3,0.1,1.1,2025-10-21
Saskatchewan,2021,Private Sector,1,630,48.1,1.3,1.4,2025-10-21
Saskatchewan,2021,Public Sector,4,24510,63.7,0.1,1.1,2025-10-21
Saskatchewan,2022,All Sectors,2,2600,53.5,0.0,0.8,2025-10-21
Saskatchewan,2022,Private Sector,1,600,72.0,0.0,1.2,2025-10-21
Saskatchewan,2022,Public Sector,1,2000,48.0,0.0,0.7,2025-10-21
Saskatchewan,2023,All Sectors,3,3190,44.1,2.5,2.6,2025-10-21
Saskatchewan,2023,Private Sector,1,750,48.0,3.5,2.9,2025-10-21
Saskatchewan,2023,Public Sector,2,2440,42.9,2.2,2.6,2025-10-21
Saskatchewan,2024,All Sectors,4,12740,37.1,2.9,2.6,2025-10-21
Saskatchewan,2024,Public Sector,4,12740,37.1,2.9,2.6,2025-10-21
Saskatchewan,2025,All Sectors,1,12800,36.0,4.0,3.0,2025-10-21
Saskatchewan,2025,Public Sector,1,12800,36.0,4.0,3.0,2025-10-21
Alberta,2016,All Sectors,34,80400,32.5,1.3,1.1,2025-10-21
Alberta,2016,Private Sector,15,27190,31.5,0.3,0.4,2025-10-21
Alberta,2016,Public Sector,19,53210,33.0,1.8,1.4,2025-10-21
Alberta,2017,All Sectors,36,70230,26.0,0.9,0.8,2025-10-21
Alberta,2017,Private Sector,10,16850,31.3,-0.1,0.4,2025-10-21
Alberta,2017,Public Sector,26,53380,24.4,1.2,0.9,2025-10-21
Alberta,2018,All Sectors,34,157426,35.5,0.3,0.3,2025-10-21
Alberta,2018,Private Sector,6,6350,39.8,1.1,1.2,2025-10-21
Alberta,2018,Public Sector,28,151076,35.3,0.2,0.2,2025-10-21
Alberta,2019,All Sectors,47,75220,33.1,0.2,0.4,2025-10-21
Alberta,2019,Private Sector,12,12290,36.3,1.5,1.5,2025-10-21
Alberta,2019,Public Sector,35,62930,32.4,-0.1,0.2,2025-10-21
Alberta,2020,All Sectors,27,57480,37.5,0.0,0.1,2025-10-21
Alberta,2020,Private Sector,9,24336,54.4,0.0,0.2,2025-10-21
Alberta,2020,Public Sector,18,33144,25.1,0.0,0.1,2025-10-21
Alberta,2021,All Sectors,17,49084,50.3,1.4,1.1,2025-10-21
Alberta,2021,Private Sector,12,22002,58.5,1.8,1.3,2025-10-21
Alberta,2021,Public Sector,5,27082,43.7,1.1,1.0,2025-10-21
Alberta,2022,All Sectors,34,156768,47.0,1.0,1.2,2025-10-21
Alberta,2022,Private Sector,4,9329,52.7,11.6,4.5,2025-10-21
Alberta,2022,Public Sector,30,147439,46.6,0.3,1.0,2025-10-21
Alberta,2023,All Sectors,36,60794,37.3,4.0,3.3,2025-10-21
Alberta,2023,Private Sector,11,27670,28.1,7.5,5.4,2025-10-21
Alberta,2023,Public Sector,25,33124,45.0,1.1,1.5,2025-10-21
Alberta,2024,All Sectors,23,58167,45.7,1.0,1.7,2025-10-21
Alberta,2024,Private Sector,5,16170,42.2,1.9,2.0,2025-10-21
Alberta,2024,Public Sector,18,41997,47.1,0.7,1.5,2025-10-21
Alberta,2025,All Sectors,17,77000,46.4,3.0,2.9,2025-10-21
Alberta,2025,Private Sector,7,21028,48.9,2.7,2.5,2025-10-21
Alberta,2025,Public Sector,10,55972,45.5,3.2,3.0,2025-10-21
British Columbia,2016,All Sectors,25,71560,53.2,0.6,1.5,2025-10-21
British Columbia,2016,Private Sector,9,8950,43.0,0.9,1.3,2025-10-21
British Columbia,2016,Public Sector,16,62610,54.7,0.5,1.6,2025-10-21
British Columbia,2017,All Sectors,26,39591,42.8,1.3,1.8,2025-10-21
British Columbia,2017,Private Sector,15,27861,41.8,1.0,1.8,2025-10-21
British Columbia,2017,Public Sector,11,11730,45.2,1.8,1.9,2025-10-21
British Columbia,2018,All Sectors,16,75880,36.6,2.0,2.1,2025-10-21
British Columbia,2018,Private Sector,9,16680,38.2,2.2,2.3,2025-10-21
British Columbia,2018,Public Sector,7,59200,36.1,2.0,2.0,2025-10-21
British Columbia,2019,All Sectors,39,160184,38.1,2.0,2.0,2025-10-21
British Columbia,2019,Private Sector,8,19400,51.5,1.6,1.8,2025-10-21
British Columbia,2019,Public Sector,31,140784,36.2,2.0,2.0,2025-10-21
British Columbia,2020,All Sectors,45,105947,38.3,2.0,2.0,2025-10-21
British Columbia,2020,Private Sector,10,15340,48.5,1.8,1.9,2025-10-21
British Columbia,2020,Public Sector,35,90607,36.6,2.0,2.0,2025-10-21
British Columbia,2021,All Sectors,16,19726,34.5,2.0,2.3,2025-10-21
British Columbia,2021,Private Sector,5,4790,46.5,1.2,2.7,2025-10-21
British Columbia,2021,Public Sector,11,14936,30.6,2.2,2.1,2025-10-21
British Columbia,2022,All Sectors,7,70951,34.7,4.1,3.8,2025-10-21
British Columbia,2022,Private Sector,1,1011,60.0,2.0,2.0,2025-10-21
British Columbia,2022,Public Sector,6,69940,34.3,4.1,3.8,2025-10-21
British Columbia,2023,All Sectors,15,23505,36.1,4.4,4.3,2025-10-21
British Columbia,2023,Public Sector,15,23505,36.1,4.4,4.3,2025-10-21
British Columbia,2024,All Sectors,1,504,36.0,3.2,4.0,2025-10-21
British Columbia,2024,Public Sector,1,504,36.0,3.2,4.0,2025-10-21
British Columbia,2025,All Sectors,2,3950,57.9,4.1,3.7,2025-10-21
British Columbia,2025,Private Sector,2,3950,57.9,4.1,3.7,2025-10-21
All territories,2016,All Sectors,2,7050,41.6,2.0,1.6,2025-10-21
All territories,2016,Public Sector,2,7050,41.6,2.0,1.6,2025-10-21
All territories,2018,All Sectors,1,710,48.0,1.0,1.5,2025-10-21
All territories,2018,Public Sector,1,710,48.0,1.0,1.5,2025-10-21
All territories,2019,All Sectors,3,8650,47.1,1.0,1.6,2025-10-21
All territories,2019,Public Sector,3,8650,47.1,1.0,1.6,2025-10-21
All territories,2021,All Sectors,1,5262,24.0,1.5,1.5,2025-10-21
All territories,2021,Public Sector,1,5262,24.0,1.5,1.5,2025-10-21
All territories,2023,All Sectors,1,4074,36.0,4.5,3.5,2025-10-21
All territories,2023,Public Sector,1,4074,36.0,4.5,3.5,2025-10-21
All territories,2024,All Sectors,1,6000,36.0,6.0,3.5,2025-10-21
All territories,2024,Public Sector,1,6000,36.0,6.0,3.5,2025-10-21
Multi-provinces,2016,All Sectors,1,2000,36.0,2.2,2.2,2025-10-21
Multi-provinces,2016,Private Sector,1,2000,36.0,2.2,2.2,2025-10-21
Multi-provinces,2018,All Sectors,2,2940,38.8,1.5,1.0,2025-10-21
Multi-provinces,2018,Private Sector,2,2940,38.8,1.5,1.0,2025-10-21
Multi-provinces,2019,All Sectors,3,4600,40.0,2.4,2.2,2025-10-21
Multi-provinces,2019,Private Sector,3,4600,40.0,2.4,2.2,2025-10-21
Multi-provinces,2022,All Sectors,2,4240,36.0,3.3,3.0,2025-10-21
Multi-provinces,2022,Private Sector,2,4240,36.0,3.3,3.0,2025-10-21
Multi-provinces,2023,All Sectors,1,3000,24.0,3.2,3.1,2025-10-21
Multi-provinces,2023,Private Sector,1,3000,24.0,3.2,3.1,2025-10-21
Multi-provinces,2024,All Sectors,3,5060,42.7,5.5,2.8,2025-10-21
Multi-provinces,2024,Private Sector,3,5060,42.7,5.5,2.8,2025-10-21
,Unnamed: 0_level_1,All Sectors,Number of agreements,Number of employees,Duration of agreements in months (average),First year percentage adjustment (average),Annual percentage adjustment (average),
,Unnamed: 0_level_1,Private Sector,Number of agreements,Number of employees,Duration of agreements in months (average),First year percentage adjustment (average),Annual percentage adjustment (average),
,Unnamed: 0_level_1,Public Sector,Number of agreements,Number of employees,Duration of agreements in months (average),First year percentage adjustment (average),Annual percentage adjustment (average),
All industries,August 2024,All Sectors,5,21192,45.1,3.2,3.0,2025-10-21
All industries,August 2024,Private Sector,2,2990,36.0,7.0,2.8,2025-10-21
All industries,August 2024,Public Sector,3,18202,46.5,2.6,3.1,2025-10-21
All industries,September 2024,All Sectors,5,14010,31.8,5.7,4.4,2025-10-21
All industries,September 2024,Private Sector,4,9010,29.4,6.9,5.1,2025-10-21
All industries,September 2024,Public Sector,1,5000,36.0,3.5,3.0,2025-10-21
All industries,October 2024,All Sectors,8,45176,45.7,3.4,3.7,2025-10-21
All industries,October 2024,Private Sector,2,7296,46.0,3.5,3.1,2025-10-21
All industries,October 2024,Public Sector,6,37880,45.6,3.4,3.8,2025-10-21
All industries,November 2024,All Sectors,6,6894,38.1,3.7,3.4,2025-10-21
All industries,November 2024,Public Sector,6,6894,38.1,3.7,3.4,2025-10-21
All industries,December 2024,All Sectors,15,125802,52.7,5.3,3.7,2025-10-21
All industries,December 2024,Private Sector,7,13801,57.2,2.8,3.7,2025-10-21
All industries,December 2024,Public Sector,8,112001,52.1,5.7,3.7,2025-10-21
All industries,January 2025,All Sectors,7,13702,57.6,5.3,3.3,2025-10-21
All industries,January 2025,Private Sector,3,3916,58.0,3.6,3.2,2025-10-21
All industries,January 2025,Public Sector,4,9786,57.5,6.1,3.3,2025-10-21
All industries,February 2025,All Sectors,8,15157,45.3,4.7,3.6,2025-10-21
